id,galaxy,position,system,planet_id
1497,2,0,37,
1498,2,1,37,
1499,2,2,37,
1500,2,3,37,
1501,2,4,37,
1502,2,5,37,
1503,2,6,37,
1504,2,7,37,
1505,2,8,37,
1506,2,9,37,
1507,2,10,37,
1508,2,0,38,
1509,2,1,38,
1510,2,2,38,
1511,2,3,38,
1512,2,4,38,
1513,2,5,38,
1514,2,6,38,
1515,2,7,38,
1516,2,8,38,
1517,2,9,38,
1518,2,10,38,
1519,2,0,39,
1520,2,1,39,
1521,2,2,39,
1522,2,3,39,
1523,2,4,39,
1524,2,5,39,
1525,2,6,39,
1526,2,7,39,
1527,2,8,39,
1528,2,9,39,
1529,2,10,39,
1530,2,0,40,
1531,2,1,40,
1532,2,2,40,
1533,2,3,40,
1534,2,4,40,
1535,2,5,40,
1536,2,6,40,
1537,2,7,40,
1538,2,8,40,
1539,2,9,40,
1540,2,10,40,
1541,2,0,41,
1542,2,1,41,
1543,2,2,41,
1544,2,3,41,
1545,2,4,41,
1546,2,5,41,
1547,2,6,41,
1548,2,7,41,
1549,2,8,41,
1550,2,9,41,
1551,2,10,41,
1552,2,0,42,
1553,2,1,42,
1554,2,2,42,
1555,2,3,42,
1556,2,4,42,
1557,2,5,42,
1558,2,6,42,
1559,2,7,42,
1560,2,8,42,
1561,2,9,42,
1562,2,10,42,
1563,2,0,43,
1564,2,1,43,
1565,2,2,43,
1566,2,3,43,
1567,2,4,43,
1568,2,5,43,
1569,2,6,43,
1570,2,7,43,
1571,2,8,43,
1572,2,9,43,
1573,2,10,43,
1574,2,0,44,
1575,2,1,44,
1576,2,2,44,
1577,2,3,44,
1578,2,4,44,
1579,2,5,44,
1580,2,6,44,
1581,2,7,44,
1582,2,8,44,
1583,2,9,44,
1584,2,10,44,
1585,2,0,45,
1586,2,1,45,
1587,2,2,45,
1588,2,3,45,
1589,2,4,45,
1590,2,5,45,
1591,2,6,45,
1592,2,7,45,
1593,2,8,45,
1594,2,9,45,
1595,2,10,45,
1596,2,0,46,
1597,2,1,46,
1598,2,2,46,
1599,2,3,46,
1600,2,4,46,
1601,2,5,46,
1602,2,6,46,
1603,2,7,46,
1604,2,8,46,
1605,2,9,46,
1606,2,10,46,
1607,2,0,47,
1608,2,1,47,
1609,2,2,47,
1610,2,3,47,
1611,2,4,47,
1612,2,5,47,
1613,2,6,47,
1614,2,7,47,
1615,2,8,47,
1616,2,9,47,
1617,2,10,47,
1618,2,0,48,
1619,2,1,48,
1620,2,2,48,
1621,2,3,48,
1622,2,4,48,
1623,2,5,48,
1624,2,6,48,
1625,2,7,48,
1626,2,8,48,
1627,2,9,48,
1628,2,10,48,
1629,2,0,49,
1630,2,1,49,
1631,2,2,49,
1632,2,3,49,
1633,2,4,49,
1634,2,5,49,
1635,2,6,49,
1636,2,7,49,
1637,2,8,49,
1638,2,9,49,
1639,2,10,49,
1640,2,0,50,
1641,2,1,50,
1642,2,2,50,
1643,2,3,50,
1644,2,4,50,
1645,2,5,50,
1646,2,6,50,
1647,2,7,50,
1648,2,8,50,
1649,2,9,50,
1650,2,10,50,
1651,2,0,51,
1652,2,1,51,
1653,2,2,51,
1654,2,3,51,
1655,2,4,51,
1656,2,5,51,
1657,2,6,51,
1658,2,7,51,
1659,2,8,51,
1660,2,9,51,
1661,2,10,51,
1662,2,0,52,
1663,2,1,52,
1664,2,2,52,
1665,2,3,52,
1666,2,4,52,
1667,2,5,52,
1668,2,6,52,
1669,2,7,52,
1670,2,8,52,
1671,2,9,52,
1672,2,10,52,
1673,2,0,53,
1674,2,1,53,
1675,2,2,53,
1676,2,3,53,
1677,2,4,53,
1678,2,5,53,
1679,2,6,53,
1680,2,7,53,
1681,2,8,53,
1682,2,9,53,
1683,2,10,53,
1684,2,0,54,
1685,2,1,54,
1686,2,2,54,
1687,2,3,54,
1688,2,4,54,
1689,2,5,54,
1690,2,6,54,
1691,2,7,54,
1692,2,8,54,
1693,2,9,54,
1694,2,10,54,
1695,2,0,55,
1696,2,1,55,
1697,2,2,55,
1698,2,3,55,
1699,2,4,55,
1700,2,5,55,
1701,2,6,55,
1702,2,7,55,
1703,2,8,55,
1704,2,9,55,
1705,2,10,55,
1706,2,0,56,
1707,2,1,56,
1708,2,2,56,
1709,2,3,56,
1710,2,4,56,
1711,2,5,56,
1712,2,6,56,
1713,2,7,56,
1714,2,8,56,
1715,2,9,56,
1716,2,10,56,
1717,2,0,57,
1718,2,1,57,
1719,2,2,57,
1720,2,3,57,
1721,2,4,57,
1722,2,5,57,
1723,2,6,57,
1724,2,7,57,
1725,2,8,57,
1726,2,9,57,
1727,2,10,57,
1728,2,0,58,
1729,2,1,58,
1730,2,2,58,
1731,2,3,58,
1732,2,4,58,
1733,2,5,58,
1734,2,6,58,
1735,2,7,58,
1736,2,8,58,
1737,2,9,58,
1738,2,10,58,
1739,2,0,59,
1740,2,1,59,
1741,2,2,59,
1742,2,3,59,
1743,2,4,59,
1744,2,5,59,
1745,2,6,59,
1746,2,7,59,
1747,2,8,59,
1748,2,9,59,
1749,2,10,59,
1750,2,0,60,
1751,2,1,60,
1752,2,2,60,
1753,2,3,60,
1754,2,4,60,
1755,2,5,60,
1756,2,6,60,
1757,2,7,60,
1758,2,8,60,
1759,2,9,60,
1760,2,10,60,
1761,2,0,61,
1762,2,1,61,
1763,2,2,61,
1764,2,3,61,
1765,2,4,61,
1766,2,5,61,
1767,2,6,61,
1768,2,7,61,
1769,2,8,61,
1770,2,9,61,
1771,2,10,61,
1772,2,0,62,
1773,2,1,62,
1774,2,2,62,
1775,2,3,62,
1776,2,4,62,
1777,2,5,62,
1778,2,6,62,
1779,2,7,62,
1780,2,8,62,
1781,2,9,62,
1782,2,10,62,
1783,2,0,63,
1784,2,1,63,
1785,2,2,63,
1786,2,3,63,
1787,2,4,63,
1788,2,5,63,
1789,2,6,63,
1790,2,7,63,
1791,2,8,63,
1792,2,9,63,
1793,2,10,63,
1794,2,0,64,
1795,2,1,64,
1796,2,2,64,
1797,2,3,64,
1798,2,4,64,
1799,2,5,64,
1800,2,6,64,
1801,2,7,64,
1802,2,8,64,
1803,2,9,64,
1804,2,10,64,
1805,2,0,65,
1806,2,1,65,
1807,2,2,65,
1808,2,3,65,
1809,2,4,65,
1810,2,5,65,
1811,2,6,65,
1812,2,7,65,
1813,2,8,65,
1814,2,9,65,
1815,2,10,65,
1816,2,0,66,
1817,2,1,66,
1818,2,2,66,
1819,2,3,66,
1820,2,4,66,
1821,2,5,66,
1822,2,6,66,
1823,2,7,66,
1824,2,8,66,
1825,2,9,66,
1826,2,10,66,
1827,2,0,67,
1828,2,1,67,
1829,2,2,67,
1830,2,3,67,
1831,2,4,67,
1832,2,5,67,
1833,2,6,67,
1834,2,7,67,
1835,2,8,67,
1836,2,9,67,
1837,2,10,67,
1838,2,0,68,
1839,2,1,68,
1840,2,2,68,
1841,2,3,68,
1842,2,4,68,
1843,2,5,68,
1844,2,6,68,
1845,2,7,68,
1846,2,8,68,
1847,2,9,68,
1848,2,10,68,
1849,2,0,69,
1850,2,1,69,
1851,2,2,69,
1852,2,3,69,
1853,2,4,69,
1854,2,5,69,
1855,2,6,69,
1856,2,7,69,
1857,2,8,69,
1858,2,9,69,
1859,2,10,69,
1860,2,0,70,
1861,2,1,70,
1862,2,2,70,
1863,2,3,70,
1864,2,4,70,
1865,2,5,70,
1866,2,6,70,
1867,2,7,70,
1868,2,8,70,
1869,2,9,70,
1870,2,10,70,
1871,2,0,71,
1872,2,1,71,
1873,2,2,71,
1874,2,3,71,
1875,2,4,71,
1876,2,5,71,
1877,2,6,71,
1878,2,7,71,
1879,2,8,71,
1880,2,9,71,
1881,2,10,71,
1882,2,0,72,
1883,2,1,72,
1884,2,2,72,
1885,2,3,72,
1886,2,4,72,
1887,2,5,72,
1888,2,6,72,
1889,2,7,72,
1890,2,8,72,
1891,2,9,72,
1892,2,10,72,
1893,2,0,73,
1894,2,1,73,
1895,2,2,73,
1896,2,3,73,
1897,2,4,73,
1898,2,5,73,
1899,2,6,73,
1900,2,7,73,
1901,2,8,73,
1902,2,9,73,
1903,2,10,73,
1904,2,0,74,
1905,2,1,74,
1906,2,2,74,
1907,2,3,74,
1908,2,4,74,
1909,2,5,74,
1910,2,6,74,
1911,2,7,74,
1912,2,8,74,
1913,2,9,74,
1914,2,10,74,
1915,2,0,75,
1916,2,1,75,
1917,2,2,75,
1918,2,3,75,
1919,2,4,75,
1920,2,5,75,
1921,2,6,75,
1922,2,7,75,
1923,2,8,75,
1924,2,9,75,
1925,2,10,75,
1926,2,0,76,
1927,2,1,76,
1928,2,2,76,
1929,2,3,76,
1930,2,4,76,
1931,2,5,76,
1932,2,6,76,
1933,2,7,76,
1934,2,8,76,
1935,2,9,76,
1936,2,10,76,
1937,2,0,77,
1938,2,1,77,
1939,2,2,77,
1940,2,3,77,
1941,2,4,77,
1942,2,5,77,
1943,2,6,77,
1944,2,7,77,
1945,2,8,77,
1946,2,9,77,
1947,2,10,77,
1948,2,0,78,
1949,2,1,78,
1950,2,2,78,
1951,2,3,78,
1952,2,4,78,
1953,2,5,78,
1954,2,6,78,
1955,2,7,78,
1956,2,8,78,
1957,2,9,78,
1958,2,10,78,
1959,2,0,79,
1960,2,1,79,
1961,2,2,79,
1962,2,3,79,
1963,2,4,79,
1964,2,5,79,
1965,2,6,79,
1966,2,7,79,
1967,2,8,79,
1968,2,9,79,
1969,2,10,79,
1970,2,0,80,
1971,2,1,80,
1972,2,2,80,
1973,2,3,80,
1974,2,4,80,
1975,2,5,80,
1976,2,6,80,
1977,2,7,80,
1978,2,8,80,
1979,2,9,80,
1980,2,10,80,
1981,2,0,81,
1982,2,1,81,
1983,2,2,81,
1984,2,3,81,
1985,2,4,81,
1986,2,5,81,
1987,2,6,81,
1988,2,7,81,
1989,2,8,81,
1990,2,9,81,
1991,2,10,81,
1992,2,0,82,
1993,2,1,82,
1994,2,2,82,
1995,2,3,82,
1996,2,4,82,
1997,2,5,82,
1998,2,6,82,
1999,2,7,82,
2000,2,8,82,
2001,2,9,82,
2002,2,10,82,
2003,2,0,83,
2004,2,1,83,
2005,2,2,83,
2006,2,3,83,
2007,2,4,83,
2008,2,5,83,
2009,2,6,83,
2010,2,7,83,
2011,2,8,83,
2012,2,9,83,
2013,2,10,83,
2014,2,0,84,
2015,2,1,84,
2016,2,2,84,
2017,2,3,84,
2018,2,4,84,
2019,2,5,84,
2020,2,6,84,
2021,2,7,84,
2022,2,8,84,
2023,2,9,84,
2024,2,10,84,
2025,2,0,85,
2026,2,1,85,
2027,2,2,85,
2028,2,3,85,
2029,2,4,85,
2030,2,5,85,
2031,2,6,85,
2032,2,7,85,
2033,2,8,85,
2034,2,9,85,
2035,2,10,85,
2036,2,0,86,
2037,2,1,86,
2038,2,2,86,
2039,2,3,86,
2040,2,4,86,
2041,2,5,86,
2042,2,6,86,
2043,2,7,86,
2044,2,8,86,
2045,2,9,86,
2046,2,10,86,
2047,2,0,87,
2048,2,1,87,
2049,2,2,87,
2050,2,3,87,
2051,2,4,87,
2052,2,5,87,
2053,2,6,87,
2054,2,7,87,
2055,2,8,87,
2056,2,9,87,
2057,2,10,87,
2058,2,0,88,
2059,2,1,88,
2060,2,2,88,
2061,2,3,88,
2062,2,4,88,
2063,2,5,88,
2064,2,6,88,
2065,2,7,88,
2066,2,8,88,
2067,2,9,88,
2068,2,10,88,
2069,2,0,89,
2070,2,1,89,
2071,2,2,89,
2072,2,3,89,
2073,2,4,89,
2074,2,5,89,
2075,2,6,89,
2076,2,7,89,
2077,2,8,89,
2078,2,9,89,
2079,2,10,89,
2080,2,0,90,
2081,2,1,90,
2082,2,2,90,
2083,2,3,90,
2084,2,4,90,
2085,2,5,90,
2086,2,6,90,
2087,2,7,90,
2088,2,8,90,
2089,2,9,90,
2090,2,10,90,
2091,2,0,91,
2092,2,1,91,
2093,2,2,91,
2094,2,3,91,
2095,2,4,91,
2096,2,5,91,
2097,2,6,91,
2098,2,7,91,
2099,2,8,91,
2100,2,9,91,
2101,2,10,91,
2102,2,0,92,
2103,2,1,92,
2104,2,2,92,
2105,2,3,92,
2106,2,4,92,
2107,2,5,92,
2108,2,6,92,
2109,2,7,92,
2110,2,8,92,
2111,2,9,92,
2112,2,10,92,
2113,2,0,93,
2114,2,1,93,
2115,2,2,93,
2116,2,3,93,
2117,2,4,93,
2118,2,5,93,
2119,2,6,93,
2120,2,7,93,
2121,2,8,93,
2122,2,9,93,
2123,2,10,93,
2124,2,0,94,
2125,2,1,94,
2126,2,2,94,
2127,2,3,94,
2128,2,4,94,
2129,2,5,94,
2130,2,6,94,
2131,2,7,94,
2132,2,8,94,
2133,2,9,94,
2134,2,10,94,
2135,2,0,95,
2136,2,1,95,
2137,2,2,95,
2138,2,3,95,
2139,2,4,95,
2140,2,5,95,
2141,2,6,95,
2142,2,7,95,
2143,2,8,95,
2144,2,9,95,
2145,2,10,95,
2146,2,0,96,
2147,2,1,96,
2148,2,2,96,
2149,2,3,96,
2150,2,4,96,
2151,2,5,96,
2152,2,6,96,
2153,2,7,96,
2154,2,8,96,
2155,2,9,96,
2156,2,10,96,
2157,2,0,97,
2158,2,1,97,
2159,2,2,97,
2160,2,3,97,
2161,2,4,97,
2162,2,5,97,
2163,2,6,97,
2164,2,7,97,
2165,2,8,97,
2166,2,9,97,
2167,2,10,97,
2168,2,0,98,
2169,2,1,98,
2170,2,2,98,
2171,2,3,98,
2172,2,4,98,
2173,2,5,98,
2174,2,6,98,
2175,2,7,98,
2176,2,8,98,
2177,2,9,98,
2178,2,10,98,
2179,2,0,99,
2180,2,1,99,
2181,2,2,99,
2182,2,3,99,
2183,2,4,99,
2184,2,5,99,
2185,2,6,99,
2186,2,7,99,
2187,2,8,99,
2188,2,9,99,
2189,2,10,99,
2190,2,0,100,
2191,2,1,100,
2192,2,2,100,
2193,2,3,100,
2194,2,4,100,
2195,2,5,100,
2196,2,6,100,
2197,2,7,100,
2198,2,8,100,
2199,2,9,100,
2200,2,10,100,
2201,3,0,1,
2202,3,1,1,
2203,3,2,1,
2204,3,3,1,
2205,3,4,1,
2206,3,5,1,
2207,3,6,1,
2208,3,7,1,
2209,3,8,1,
2210,3,9,1,
2211,3,10,1,
2212,3,0,2,
2213,3,1,2,
2214,3,2,2,
2215,3,3,2,
2216,3,4,2,
2217,3,5,2,
2218,3,6,2,
2219,3,7,2,
2220,3,8,2,
2221,3,9,2,
2222,3,10,2,
2223,3,0,3,
2224,3,1,3,
2225,3,2,3,
2226,3,3,3,
2227,3,4,3,
2228,3,5,3,
2229,3,6,3,
2230,3,7,3,
2231,3,8,3,
2232,3,9,3,
2233,3,10,3,
2234,3,0,4,
2235,3,1,4,
2236,3,2,4,
2237,3,3,4,
2238,3,4,4,
2239,3,5,4,
2240,3,6,4,
2241,3,7,4,
2242,3,8,4,
2243,3,9,4,
2244,3,10,4,
2245,3,0,5,
2246,3,1,5,
2247,3,2,5,
2248,3,3,5,
2249,3,4,5,
2250,3,5,5,
2251,3,6,5,
2252,3,7,5,
2253,3,8,5,
2254,3,9,5,
2255,3,10,5,
2256,3,0,6,
2257,3,1,6,
2258,3,2,6,
2259,3,3,6,
2260,3,4,6,
2261,3,5,6,
2262,3,6,6,
2263,3,7,6,
2264,3,8,6,
2265,3,9,6,
2266,3,10,6,
2267,3,0,7,
2268,3,1,7,
2269,3,2,7,
2270,3,3,7,
2271,3,4,7,
2272,3,5,7,
2273,3,6,7,
2274,3,7,7,
2275,3,8,7,
2276,3,9,7,
2277,3,10,7,
2278,3,0,8,
2279,3,1,8,
2280,3,2,8,
2281,3,3,8,
2282,3,4,8,
2283,3,5,8,
2284,3,6,8,
2285,3,7,8,
2286,3,8,8,
2287,3,9,8,
2288,3,10,8,
2289,3,0,9,
2290,3,1,9,
2291,3,2,9,
2292,3,3,9,
2293,3,4,9,
2294,3,5,9,
2295,3,6,9,
2296,3,7,9,
2297,3,8,9,
2298,3,9,9,
2299,3,10,9,
2300,3,0,10,
2301,3,1,10,
2302,3,2,10,
2303,3,3,10,
2304,3,4,10,
2305,3,5,10,
2306,3,6,10,
2307,3,7,10,
2308,3,8,10,
2309,3,9,10,
2310,3,10,10,
2311,3,0,11,
2312,3,1,11,
2313,3,2,11,
2314,3,3,11,
2315,3,4,11,
2316,3,5,11,
2317,3,6,11,
2318,3,7,11,
2319,3,8,11,
2320,3,9,11,
2321,3,10,11,
2322,3,0,12,
2323,3,1,12,
2324,3,2,12,
2325,3,3,12,
2326,3,4,12,
2327,3,5,12,
2328,3,6,12,
2329,3,7,12,
2330,3,8,12,
2331,3,9,12,
2332,3,10,12,
2333,3,0,13,
2334,3,1,13,
2335,3,2,13,
2336,3,3,13,
2337,3,4,13,
2338,3,5,13,
2339,3,6,13,
2340,3,7,13,
2341,3,8,13,
2342,3,9,13,
2343,3,10,13,
2344,3,0,14,
2345,3,1,14,
2346,3,2,14,
2347,3,3,14,
2348,3,4,14,
2349,3,5,14,
2350,3,6,14,
2351,3,7,14,
2352,3,8,14,
2353,3,9,14,
2354,3,10,14,
2355,3,0,15,
2356,3,1,15,
2357,3,2,15,
2358,3,3,15,
2359,3,4,15,
2360,3,5,15,
2361,3,6,15,
2362,3,7,15,
2363,3,8,15,
2364,3,9,15,
2365,3,10,15,
2366,3,0,16,
2367,3,1,16,
2368,3,2,16,
2369,3,3,16,
2370,3,4,16,
2371,3,5,16,
2372,3,6,16,
2373,3,7,16,
2374,3,8,16,
2375,3,9,16,
2376,3,10,16,
2377,3,0,17,
2378,3,1,17,
2379,3,2,17,
2380,3,3,17,
2381,3,4,17,
2382,3,5,17,
2383,3,6,17,
2384,3,7,17,
2385,3,8,17,
2386,3,9,17,
2387,3,10,17,
2388,3,0,18,
2389,3,1,18,
2390,3,2,18,
2391,3,3,18,
2392,3,4,18,
2393,3,5,18,
2394,3,6,18,
2395,3,7,18,
2396,3,8,18,
2397,3,9,18,
2398,3,10,18,
2399,3,0,19,
2400,3,1,19,
2401,3,2,19,
2402,3,3,19,
2403,3,4,19,
2404,3,5,19,
2405,3,6,19,
2406,3,7,19,
2407,3,8,19,
2408,3,9,19,
2409,3,10,19,
2410,3,0,20,
2411,3,1,20,
2412,3,2,20,
2413,3,3,20,
2414,3,4,20,
2415,3,5,20,
2416,3,6,20,
2417,3,7,20,
2418,3,8,20,
2419,3,9,20,
2420,3,10,20,
2421,3,0,21,
2422,3,1,21,
2423,3,2,21,
2424,3,3,21,
2425,3,4,21,
2426,3,5,21,
2427,3,6,21,
2428,3,7,21,
2429,3,8,21,
2430,3,9,21,
2431,3,10,21,
2432,3,0,22,
2433,3,1,22,
2434,3,2,22,
2435,3,3,22,
2436,3,4,22,
2437,3,5,22,
2438,3,6,22,
2439,3,7,22,
2440,3,8,22,
2441,3,9,22,
2442,3,10,22,
2443,3,0,23,
2444,3,1,23,
2445,3,2,23,
2446,3,3,23,
2447,3,4,23,
2448,3,5,23,
2449,3,6,23,
2450,3,7,23,
2451,3,8,23,
2452,3,9,23,
2453,3,10,23,
2454,3,0,24,
2455,3,1,24,
2456,3,2,24,
2457,3,3,24,
2458,3,4,24,
2459,3,5,24,
2460,3,6,24,
2461,3,7,24,
2462,3,8,24,
2463,3,9,24,
2464,3,10,24,
2465,3,0,25,
2466,3,1,25,
2467,3,2,25,
2468,3,3,25,
2469,3,4,25,
2470,3,5,25,
2471,3,6,25,
2472,3,7,25,
2473,3,8,25,
2474,3,9,25,
2475,3,10,25,
2476,3,0,26,
2477,3,1,26,
2478,3,2,26,
2479,3,3,26,
2480,3,4,26,
2481,3,5,26,
2482,3,6,26,
2483,3,7,26,
2484,3,8,26,
2485,3,9,26,
2486,3,10,26,
2487,3,0,27,
2488,3,1,27,
2489,3,2,27,
2490,3,3,27,
2491,3,4,27,
2492,3,5,27,
2493,3,6,27,
2494,3,7,27,
2495,3,8,27,
2496,3,9,27,
2497,3,10,27,
2498,3,0,28,
2499,3,1,28,
2500,3,2,28,
2501,3,3,28,
2502,3,4,28,
2503,3,5,28,
2504,3,6,28,
2505,3,7,28,
2506,3,8,28,
2507,3,9,28,
2508,3,10,28,
2509,3,0,29,
2510,3,1,29,
2511,3,2,29,
2512,3,3,29,
2513,3,4,29,
2514,3,5,29,
2515,3,6,29,
2516,3,7,29,
2517,3,8,29,
2518,3,9,29,
2519,3,10,29,
2520,3,0,30,
2521,3,1,30,
2522,3,2,30,
2523,3,3,30,
2524,3,4,30,
2525,3,5,30,
2526,3,6,30,
2527,3,7,30,
2528,3,8,30,
2529,3,9,30,
2530,3,10,30,
2531,3,0,31,
2532,3,1,31,
2533,3,2,31,
2534,3,3,31,
2535,3,4,31,
2536,3,5,31,
2537,3,6,31,
2538,3,7,31,
2539,3,8,31,
2540,3,9,31,
2541,3,10,31,
2542,3,0,32,
2543,3,1,32,
2544,3,2,32,
2545,3,3,32,
2546,3,4,32,
2547,3,5,32,
2548,3,6,32,
2549,3,7,32,
2550,3,8,32,
2551,3,9,32,
2552,3,10,32,
2553,3,0,33,
2554,3,1,33,
2555,3,2,33,
2556,3,3,33,
2557,3,4,33,
2558,3,5,33,
2559,3,6,33,
2560,3,7,33,
2561,3,8,33,
2562,3,9,33,
2563,3,10,33,
2564,3,0,34,
2565,3,1,34,
2566,3,2,34,
2567,3,3,34,
2568,3,4,34,
2569,3,5,34,
2570,3,6,34,
2571,3,7,34,
2572,3,8,34,
2573,3,9,34,
2574,3,10,34,
2575,3,0,35,
2576,3,1,35,
2577,3,2,35,
2578,3,3,35,
2579,3,4,35,
2580,3,5,35,
2581,3,6,35,
2582,3,7,35,
2583,3,8,35,
2584,3,9,35,
2585,3,10,35,
2586,3,0,36,
2587,3,1,36,
2588,3,2,36,
2589,3,3,36,
2590,3,4,36,
2591,3,5,36,
2592,3,6,36,
2593,3,7,36,
2594,3,8,36,
2595,3,9,36,
2596,3,10,36,
2597,3,0,37,
2598,3,1,37,
2599,3,2,37,
2600,3,3,37,
2601,3,4,37,
2602,3,5,37,
2603,3,6,37,
2604,3,7,37,
2605,3,8,37,
2606,3,9,37,
2607,3,10,37,
2608,3,0,38,
2609,3,1,38,
2610,3,2,38,
2611,3,3,38,
2612,3,4,38,
2613,3,5,38,
2614,3,6,38,
2615,3,7,38,
2616,3,8,38,
2617,3,9,38,
2618,3,10,38,
2619,3,0,39,
2620,3,1,39,
2621,3,2,39,
2622,3,3,39,
2623,3,4,39,
2624,3,5,39,
2625,3,6,39,
2626,3,7,39,
2627,3,8,39,
2628,3,9,39,
2629,3,10,39,
2630,3,0,40,
2631,3,1,40,
2632,3,2,40,
2633,3,3,40,
2634,3,4,40,
2635,3,5,40,
2636,3,6,40,
2637,3,7,40,
2638,3,8,40,
2639,3,9,40,
2640,3,10,40,
2641,3,0,41,
2642,3,1,41,
2643,3,2,41,
2644,3,3,41,
2645,3,4,41,
2646,3,5,41,
2647,3,6,41,
2648,3,7,41,
2649,3,8,41,
2650,3,9,41,
2651,3,10,41,
2652,3,0,42,
2653,3,1,42,
2654,3,2,42,
2655,3,3,42,
2656,3,4,42,
2657,3,5,42,
2658,3,6,42,
2659,3,7,42,
2660,3,8,42,
2661,3,9,42,
2662,3,10,42,
2663,3,0,43,
2664,3,1,43,
2665,3,2,43,
2666,3,3,43,
2667,3,4,43,
2668,3,5,43,
2669,3,6,43,
2670,3,7,43,
2671,3,8,43,
2672,3,9,43,
2673,3,10,43,
2674,3,0,44,
2675,3,1,44,
2676,3,2,44,
2677,3,3,44,
2678,3,4,44,
2679,3,5,44,
2680,3,6,44,
2681,3,7,44,
2682,3,8,44,
2683,3,9,44,
2684,3,10,44,
2685,3,0,45,
2686,3,1,45,
2687,3,2,45,
2688,3,3,45,
2689,3,4,45,
2690,3,5,45,
2691,3,6,45,
2692,3,7,45,
2693,3,8,45,
2694,3,9,45,
2695,3,10,45,
2696,3,0,46,
2697,3,1,46,
2698,3,2,46,
2699,3,3,46,
2700,3,4,46,
2701,3,5,46,
2702,3,6,46,
2703,3,7,46,
2704,3,8,46,
2705,3,9,46,
2706,3,10,46,
2707,3,0,47,
2708,3,1,47,
2709,3,2,47,
2710,3,3,47,
2711,3,4,47,
2712,3,5,47,
2713,3,6,47,
2714,3,7,47,
2715,3,8,47,
2716,3,9,47,
2717,3,10,47,
2718,3,0,48,
2719,3,1,48,
2720,3,2,48,
2721,3,3,48,
2722,3,4,48,
2723,3,5,48,
2724,3,6,48,
2725,3,7,48,
2726,3,8,48,
2727,3,9,48,
2728,3,10,48,
2729,3,0,49,
2730,3,1,49,
2731,3,2,49,
2732,3,3,49,
2733,3,4,49,
2734,3,5,49,
2735,3,6,49,
2736,3,7,49,
2737,3,8,49,
2738,3,9,49,
2739,3,10,49,
2740,3,0,50,
2741,3,1,50,
2742,3,2,50,
2743,3,3,50,
2744,3,4,50,
2745,3,5,50,
2746,3,6,50,
2747,3,7,50,
2748,3,8,50,
2749,3,9,50,
2750,3,10,50,
2751,3,0,51,
2752,3,1,51,
2753,3,2,51,
2754,3,3,51,
2755,3,4,51,
2756,3,5,51,
2757,3,6,51,
2758,3,7,51,
2759,3,8,51,
2760,3,9,51,
2761,3,10,51,
2762,3,0,52,
2763,3,1,52,
2764,3,2,52,
2765,3,3,52,
2766,3,4,52,
2767,3,5,52,
2768,3,6,52,
2769,3,7,52,
2770,3,8,52,
2771,3,9,52,
2772,3,10,52,
2773,3,0,53,
2774,3,1,53,
2775,3,2,53,
2776,3,3,53,
2777,3,4,53,
2778,3,5,53,
2779,3,6,53,
2780,3,7,53,
2781,3,8,53,
2782,3,9,53,
2783,3,10,53,
2784,3,0,54,
2785,3,1,54,
2786,3,2,54,
2787,3,3,54,
2788,3,4,54,
2789,3,5,54,
2790,3,6,54,
2791,3,7,54,
2792,3,8,54,
2793,3,9,54,
2794,3,10,54,
2795,3,0,55,
2796,3,1,55,
2797,3,2,55,
2798,3,3,55,
2799,3,4,55,
2800,3,5,55,
2801,3,6,55,
2802,3,7,55,
2803,3,8,55,
2804,3,9,55,
2805,3,10,55,
2806,3,0,56,
2807,3,1,56,
2808,3,2,56,
2809,3,3,56,
2810,3,4,56,
2811,3,5,56,
2812,3,6,56,
2813,3,7,56,
2814,3,8,56,
2815,3,9,56,
2816,3,10,56,
2817,3,0,57,
2818,3,1,57,
2819,3,2,57,
2820,3,3,57,
2821,3,4,57,
2822,3,5,57,
2823,3,6,57,
2824,3,7,57,
2825,3,8,57,
2826,3,9,57,
2827,3,10,57,
2828,3,0,58,
2829,3,1,58,
2830,3,2,58,
2831,3,3,58,
2832,3,4,58,
2833,3,5,58,
2834,3,6,58,
2835,3,7,58,
2836,3,8,58,
2837,3,9,58,
2838,3,10,58,
2839,3,0,59,
2840,3,1,59,
2841,3,2,59,
2842,3,3,59,
2843,3,4,59,
2844,3,5,59,
2845,3,6,59,
2846,3,7,59,
2847,3,8,59,
2848,3,9,59,
2849,3,10,59,
2850,3,0,60,
2851,3,1,60,
2852,3,2,60,
2853,3,3,60,
2854,3,4,60,
2855,3,5,60,
2856,3,6,60,
2857,3,7,60,
2858,3,8,60,
2859,3,9,60,
2860,3,10,60,
2861,3,0,61,
2862,3,1,61,
2863,3,2,61,
2864,3,3,61,
2865,3,4,61,
2866,3,5,61,
2867,3,6,61,
2868,3,7,61,
2869,3,8,61,
2870,3,9,61,
2871,3,10,61,
2872,3,0,62,
2873,3,1,62,
2874,3,2,62,
2875,3,3,62,
2876,3,4,62,
2877,3,5,62,
2878,3,6,62,
2879,3,7,62,
2880,3,8,62,
2881,3,9,62,
2882,3,10,62,
2883,3,0,63,
2884,3,1,63,
2885,3,2,63,
2886,3,3,63,
2887,3,4,63,
2888,3,5,63,
2889,3,6,63,
2890,3,7,63,
2891,3,8,63,
2892,3,9,63,
2893,3,10,63,
2894,3,0,64,
